Title,Art Type,Facility,Image,Artist,Artist Profile URL,Partnership,Description,Address,City,State,Postal Code,Source URL Text,Source URL ,latLong,isActive,imagePath
Valley of the Heart's Delight,Mural,Berryessa Community Center,,John Pugh,https://artofjohnpugh.com/,City of San Jose,"The Valley of Heart’s Delight is a trompe l’oeil mural (French for “trick of the eye), a style of painting that uses realistic imagery to appear three dimensional on a flat surface, a style that is one of the oldest known in painting, and is the specialty of artist John Pugh. The mural depicts scenes of San Jose’s rich agricultural past before the development of the Silicon Valley.",3050 Berryessa Rd,San Jose,CA,95132,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32463," -121.849660226292,
          37.3927501553298",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Valley%20of%20the%20Heart_s%20Delight_John%20Pugh.jpeg
Veterans Memorial of San José ~ Santa Clara Valley,Sculpture,Park Avenue at the Guadalupe River,,Manhattan Projects,,City of San Jose,"Located on Park Avenue at the Guadalupe River, the Veterans Memorial is an enduring tribute to the men and women who have served our country in peacetime and in times of war. The artwork is comprised of 76 white flags on stainless steel poles in formation beyond a wall of glass imprinted with photos of local soldiers and communications sent back home during times of service; the threshold in front of the glass is inlaid with military insignias.",350 Park Avenue,San Jose,CA,95113,City of San Jose,https://www.sanjoseca.gov/home/showpublisheddocument/32467/636716850750670000," -121.895537862069,
          37.3292420517241",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Veterans%20Memorial%20of%20San%20Jose_%20Santa%20Clara%20Valley_%20Manhattan%20Project.jpeg
Voxel Cloud,"Interactive, Sculpture",Pierce Building ,,Brian Brush,,"City of San Jose,  Sares Regis Group of Northern California, Pritzker Realty Group","Voxel Cloud is visible to thousands of commuters, residents and visitors driving on Interstate 280, as well as aircraft utilizing Mineta San José International Airport.  Draping across the roof line of The Pierce, a residential apartment building in Downtown San Jose, Voxel Cloud serves as a gateway marker for San José’s SoFA Art District, The dynamic, illuminated, data-driven LED sculpture takes its visual cues from natural forms as varied as water particles, interstellar star systems, the crystalline aggregates of silicon carbide, and the multi-chromatic raw materials of semiconductor wafers. Voxel Cloud was made possible through a partnership between the project owner/developer, Sares Regis Group of Northern California, Pritzker Realty Group, and the City of San José Public Art Program. It was supported in part by an ArtPlace grant (www.artplaceamerica.org). It is the fifth of six Illuminating Downtown Project (IDP) grants awarded for creative placemaking projects in San José, bringing artists and arts organizations together to enrich the city and its communities. IDP combines art and technology to physically manifest San José’s aspiration for creating a more engaging downtown—whether someone is approaching from the surrounding freeways or walking its streets.","2 Pierce Ave, S",San Jose,CA,95110,City of San Jose,https://www.sanjoseca.gov/Home/Components/FacilityDirectory/FacilityDirectory/2767/1396,"-121.8839494, 37.3267016",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Voxel%20Cloud_Brian%20Brush.jpeg
Wall of Recognition,"Painting, Photography",San Jose International Airport (Terminal B - Baggage Claim),,Carlos Perez,,City of San Jose,"This illustrated wall installation recognizes three prime-movers behind San Jose’s airport: Ernie Renzel, James Nissen and Norman Y. Mineta.",1701 Airport Blvd.,San Jose,CA,95110,City of San Jose,https://www.sanjoseca.gov/home/showpublisheddocument/32321/636715765090400000," -121.9139669,
          37.3522017",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Wall%20of%20Recognition_Carlos%20Perez.jpeg
Waterscape,Sculpture,San José City Hall (Plaza),,Anna Valentina Murch and Doug Hollis,,City of San Jose,"Waterscape Artists: Anna Valentina Murch and Doug Hollis

This water sculpture was inspired by the natural geological and artesian conditions underlying the San Jose region. The specific design of Waterscape is composed of two topographic fields of monumental granite slabs. The fields slope from Santa Clara Street toward the City Hall plaza allowing the water to flow down the surface of the fields onto the plaza in subtle ripples. Water also flows over the vertical stone on the fountain edges, disappearing beneath the plaza, creating walls of water that define the perimeter along Santa Clara Street. The water within the field is programmed to respond to changes in time of day, temperature, season and availability of water to create different visual, sonic and atmospheric qualities. The piece is illuminated at night for a distinctive evening identity.",200 E. Santa Clara St.,San Jose,CA,95113,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32469," -121.886727494171,
          37.3378935622801",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Waterscape_Anna%20Valentina%20Murch%20and%20Doug%20Hollis.jpeg
Wave Matter Tessellation,Architecture,San Jose International Airport (Terminal B- Concourse),,Gregory Kucera,,City of San Jose,"Integrated within 8 columns located at the south end of the Concourse, are pixelated panels composed of thousands of holes, interpreting various waves – ripples in a pond, electromagnetic, radio, sound, radar, and gravitational.",1701 Airport Drive,San Jose,CA,95110,City of San Jose,https://www.sanjoseca.gov/home/showpublisheddocument/32321/636715765090400000," -121.9287577,
          37.3700405",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Wave%20Matter%20Tessellation_Gregory%20Kucera.jpeg
We Live Here,Sculpture,Median at Alma & Amalden Avenues,,Ries Niemi,https://www.riesniemi.com/,City of San Jose,"We Live Here is a community-generated public art project located at the Alma/Almaden median. This stainless steel open frame column was created by artist Ries Niemi. The base of the column is layered with images of the indigenous topography and local architectural elements found throughout the neighborhood. Wrapping around the layers is a simple declarative statement, “WeLive Here” in the Ohlone, English and Spanish languages.",South Almaden at Little Orchard,San Jose,CA,95113,City of San Jose,https://www.sanjoseca.gov/Home/Components/FacilityDirectory/FacilityDirectory/2775/1396," -121.878246,
          37.313402",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/We%20Live%20Here_Ries%20Niemi.jpeg
Web of Native Botanicals,Sculpture,Edenvale Branch Library,,Troy Corliss with Elin Christopherson  ,"Elin Christopherson

http://www.elinchristopherson.com/",City of San Jose,"Entering the Library the glass and steel plant forms reveal themselves as a canopy suspended overhead and floats like a huge bouquet cascading into the upper vaulted space of the building. Four different California native plants are represented: redbud, purple needle grass, California buckwheat and black walnut. The artist hopes the artwork will generate curiosity and create an incentive to go outside and investigate the surrounding local environment that is so much a part of the City’s visual landscape.",101 Branham Lane,San Jose,CA,95111,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32471,"-121.831296372631,
          37.2659019587667",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Web%20of%20Native%20Botanicals_Troy%20Corliss.jpeg
Where the Tree is Born,Sculpture,Joyce Ellington Branch Library,,Masayuki Nagase,http://www.mnagase.com/,City of San Jose,"Mr. Nagase describes his concept of a tree as metaphor for the body and soul of the earliest inhabitants. Trees encompass an iconic role in community life. Throughout time trees have served as gathering places, and learning takes place beneath their branches. Such trees become part of a community’s sense of self and even when they disappear, they remain in the community’s collective sense of place. These ideas inspired this 6’ diameter granite seating element. Handprints on the side of the tree were collected from local community members and children at the Grant Elementary School, and in the center is an abbreviated history of the site – echoing the role rings play in marking the age of a tree. Incised in the ground are “shadows” of branches overhead.",491 E. Empire St.,San Jose,CA,95112,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32473,"-121.886613499354,
          37.3496427321095",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Where%20the%20Tree%20is%20Born_Masayuki%20Nagase.jpeg
Wildlife of the Guadalupe River,Sculpture,McEnery Park,,Nobi Nagasawa,,City of San Jose,"The 12 sculptures reflect the wildlife of the river. One of the repeated elements in the series, the dragonfly, is considered to be one of the most ancient species that survived from the Jurassic period. The dragonfly references the element of water, as well as the health of the river and its ecological systems. The sculptural insects are of various sizes, heights and locations attached to posts on ball bearings that allow the sculptures to move with the wind. Sunlight creates additional interest by casting shadows through the laser cut wings and reflections off the colorful glass eyes.  The sculptures are intended to reawaken the relationship to the wind, sun, and water, fundamental elements of nature in this urban park. The sculptures also celebrate the Guadalupe River that gives life to flora and fauna and people of San Jose.",San Fernando St. at Almaden,San Jose,CA,95113,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32475,"  -121.8935091,
          37.3323027",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Wildlife%20of%20the%20Guadalupe%20River_Nobi%20Nagasawa.jpeg
Wind in the Willows,Architecture,Willow Glen Branch Library,,David Ruth,https://www.davidruth.com/,City of San Jose,"Wind in the Willows, created by Oakland artist David Ruth, is a group of 54 handcrafted and unique art glass windows that vary in size from 6"" to 27"" square and are installed in an asymmetrical pattern across the west wall of the library. Ruth's windows are intended to capture the feeling of light as it filters through tree branches, particularly through willow tree branches. The windows are a striking feature viewed from either the interior or exterior. During the afternoon they create colorful patterns reminiscent of light through leaves on the inside of the library; while in the evening, light from the library emanates outward through the windows.",1157 Minnesota Ave.,San Jose,CA,95125,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32477,"-121.90008479417,
          37.30299955",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Wind%20in%20the%20Willows_David%20Ruth.jpeg
"Window Box #1 & #2, & Children’s Wing Mural",Mural,Berryessa Branch Library,,Joe Saxe,http://www.joesaxe.com/,City of San Jose,"In collaboration with the Berryessa community, artist Joe Saxe created a mural for children’s area depicting daytime and evening in a very bold graphic style. In addition, he created two large window boxes: one located over the fireplace in the community room (Window Box #1) the other in the foyer (Window Box #2). The compartments of the window boxes bring together objects and images related to reading, learning and the local community. The colorful style is combination of realist and fantastical imagery that reflects the influence of cartoons, film noir, and graphics.",3355 Noble Ave.,San Jose,CA,95132,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32479," -121.840991349682,
          37.3940715",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Window%20Box%20%231%20_%20%232%20_%20Children_s%20Wing_Joe%20Saxe.jpeg
Wishing Wands,"Interactive, Sculpture",Berryessa Creek Park,,Wowhaus,https://www.thewowhaus.com/,City of San Jose,"Wishing Wands nevoke the childhood tradition of making a wish by blowing on a dandelion seed head. These interactive sculptures are designed to be accessible to children of all physical capabilities: each seed head features 38, 2 1/2"" Austrian Crystals that catch the light, refracting sunlight in prismatic rainbows children can ""catch"" and play in. The three sculptures are sited near an accessible playground in a public park. Schoolchildren participated in making wishes on each of the crystals before they were incorporated into the sculptures.",Isadora Drive and Messina Drive,San Jose,CA,95132,City of San Jose,https://www.sanjoseca.gov/home/showdocument?id=32481,"-121.8624141, 37.4084928",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/Wishing%20Wands_Wowhaus.jpeg
8 Minutes,Photography,Fire Station 24,,Merge Conceptual Design (Franka Diehnelt and Claudia Reisenberger),https://mergeconceptualdesign.com/,City of San Jose,"The National Fire Protection Association recommends a target of 8 minutes as “standard response time” for emergency calls. The artwork 8 Minutes approaches the topic of the 8-minute response in three ways:

1. A visual measurement of 8 minutes, 
2. A conveyor of Fire Station 24th continuous efforts on behalf of the community, and 
3. Connecting the community to the station via the eight minute duration. All the elements complement each other to create a rich understanding of time in the context of Fire Station 24. 

The first element is the LED Countdown Timer placed over the apparatus bay. The timer is connected to the fire pager system; when a response call is received it automatically starts an 8-minute counter that travels as a light across the sign. After the 8-minute light completes its travel across the sign, the ""call time"" is added to a list of the 8 most recent call times displayed on the sign. The second and third components of the artwork are a series of tiles in the fire station entryway. One set of tiles is a compilation of text about the number 8 and 8-minute duration. For example: “A fallen or lying down 8 is used to represent infinity in mathematics.” The third component is a series of 8-minute time-lapsed community photographs that depict every day activities to the same time frame of the recommended standard response time – to provide visitors to the station a visceral sense of the anxiety-filled 8 minutes awaiting emergency response versus the same 8-minutes washing a car, skateboarding or barbecuing.",1924 Yerba Buena Road,San Jose,CA,95121,City of San Jose,https://www.sanjoseca.gov/home/showpublisheddocument/32283/636714227038570000 ," -121.801459182274,
          37.2997791496116",TRUE,https://raw.githubusercontent.com/codeforsanjose/heartofthevalley/search_feature/src/assets/CityofSanJoseImages/8%20minutes_Merge%20Conceptual%20Design%20(Franka%20Diehnelt%20and%20Claudia%20Reisenberger).jpeg
